review,sentiment
Great movie! The visual effects were amazing and the pacing was just right. (Instance 907),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 907),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 908),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 908)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 909),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 909)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 910),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 910),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 911),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 911)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 912)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 912)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 913),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 913),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 914),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 914),negative
The performances were stellar. A beautiful story about love and loss. (Instance 915),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 915),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 916),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 916),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 917),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 917),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 918),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 918)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 919),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 919)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 920),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 920),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 921),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 921)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 922)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 922)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 923),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 923),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 924),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 924),negative
The performances were stellar. A beautiful story about love and loss. (Instance 925),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 925),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 926),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 926),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 927),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 927),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 928),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 928)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 929),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 929)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 930),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 930),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 931),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 931)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 932)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 932)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 933),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 933),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 934),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 934),negative
The performances were stellar. A beautiful story about love and loss. (Instance 935),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 935),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 936),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 936),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 937),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 937),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 938),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 938)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 939),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 939)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 940),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 940),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 941),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 941)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 942)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 942)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 943),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 943),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 944),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 944),negative
The performances were stellar. A beautiful story about love and loss. (Instance 945),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 945),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 946),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 946),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 947),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 947),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 948),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 948)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 949),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 949)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 950),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 950),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 951),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 951)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 952)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 952)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 953),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 953),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 954),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 954),negative
The performances were stellar. A beautiful story about love and loss. (Instance 955),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 955),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 956),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 956),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 957),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 957),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 958),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 958)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 959),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 959)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 960),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 960),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 961),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 961)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 962)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 962)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 963),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 963),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 964),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 964),negative
The performances were stellar. A beautiful story about love and loss. (Instance 965),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 965),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 966),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 966),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 967),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 967),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 968),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 968)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 969),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 969)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 970),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 970),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 971),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 971)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 972)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 972)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 973),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 973),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 974),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 974),negative
The performances were stellar. A beautiful story about love and loss. (Instance 975),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 975),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 976),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 976),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 977),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 977),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 978),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 978)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 979),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 979)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 980),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 980),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 981),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 981)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 982)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 982)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 983),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 983),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 984),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 984),negative
The performances were stellar. A beautiful story about love and loss. (Instance 985),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 985),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 986),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 986),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 987),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 987),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 988),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 988)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 989),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 989)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 990),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 990),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 991),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 991)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 992)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 992)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 993),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 993),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 994),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 994),negative
The performances were stellar. A beautiful story about love and loss. (Instance 995),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 995),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 996),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 996),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 997),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 997),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 998),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 998)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 999),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 999)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1000),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1000),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1001),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1001)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1002)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1002)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1003),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1003),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1004),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1004),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1005),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1005),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1006),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1006),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1007),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1007),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1008),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1008)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1009),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1009)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1010),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1010),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1011),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1011)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1012)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1012)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1013),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1013),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1014),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1014),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1015),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1015),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1016),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1016),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1017),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1017),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1018),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1018)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1019),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1019)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1020),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1020),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1021),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1021)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1022)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1022)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1023),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1023),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1024),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1024),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1025),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1025),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1026),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1026),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1027),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1027),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1028),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1028)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1029),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1029)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1030),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1030),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1031),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1031)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1032)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1032)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1033),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1033),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1034),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1034),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1035),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1035),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1036),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1036),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1037),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1037),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1038),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1038)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1039),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1039)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1040),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1040),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1041),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1041)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1042)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1042)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1043),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1043),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1044),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1044),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1045),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1045),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1046),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1046),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1047),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1047),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1048),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1048)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1049),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1049)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1050),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1050),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1051),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1051)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1052)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1052)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1053),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1053),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1054),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1054),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1055),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1055),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1056),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1056),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1057),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1057),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1058),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1058)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1059),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1059)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1060),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1060),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1061),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1061)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1062)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1062)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1063),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1063),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1064),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1064),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1065),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1065),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1066),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1066),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1067),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1067),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1068),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1068)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1069),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1069)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1070),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1070),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1071),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1071)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1072)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1072)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1073),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1073),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1074),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1074),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1075),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1075),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1076),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1076),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1077),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1077),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1078),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1078)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1079),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1079)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1080),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1080),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1081),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1081)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1082)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1082)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1083),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1083),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1084),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1084),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1085),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1085),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1086),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1086),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1087),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1087),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1088),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1088)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1089),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1089)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1090),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1090),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1091),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1091)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1092)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1092)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1093),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1093),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1094),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1094),negative
